Scenario_Full_ID,M_Opt,Max_Value,Error_Rate,Error_Type,Pos_Errors,Neg_Errors,Seeded_Population_Rate,Config_ID,Avg_Time_Sec,Avg_Generations,Avg_Found_M,Avg_Distance_From_Opt
M30_Max750_Err5%_neg_Seed0%_CfgC,30,750,0.05,neg,0,22,0.0,C,66.3458,59.3,38.7,8.7
M30_Max750_Err5%_neg_Seed5%_CfgA,30,750,0.05,neg,0,22,0.05,A,5.7037,37.2,35,5
M30_Max750_Err5%_neg_Seed5%_CfgB,30,750,0.05,neg,0,22,0.05,B,8.232,32,32.1,2.1
M30_Max750_Err5%_neg_Seed2%_CfgC,30,750,0.05,neg,0,22,0.02,C,48.6423,48.2,34.2,4.2
M30_Max750_Err5%_both_Seed0%_CfgA,30,750,0.05,both,22,22,0.0,A,13.6701,46.9,55.9,25.9
M30_Max750_Err5%_both_Seed0%_CfgB,30,750,0.05,both,22,22,0.0,B,28.5563,55.8,50.6,20.6
M30_Max750_Err5%_neg_Seed5%_CfgC,30,750,0.05,neg,0,22,0.05,C,44.3757,44.4,34.9,4.9
M30_Max750_Err5%_both_Seed2%_CfgA,30,750,0.05,both,22,22,0.02,A,14.4061,57.8,50.2,20.2
M30_Max750_Err5%_both_Seed2%_CfgB,30,750,0.05,both,22,22,0.02,B,31.5864,71,45.5,15.5
M30_Max750_Err5%_both_Seed0%_CfgC,30,750,0.05,both,22,22,0.0,C,69.9676,46.8,54.6,24.6
M30_Max750_Err5%_both_Seed5%_CfgA,30,750,0.05,both,22,22,0.05,A,14.7857,60.2,49.5,19.5
M30_Max750_Err5%_both_Seed5%_CfgB,30,750,0.05,both,22,22,0.05,B,27.1111,56.8,49.8,19.8
M30_Max750_Err5%_both_Seed2%_CfgC,30,750,0.05,both,22,22,0.02,C,72.8659,51.6,52.3,22.3
M30_Max1000_Clean_Seed0%_CfgA,30,1000,0.0,none,0,0,0.0,A,14.6356,62.2,30,0
M30_Max1000_Clean_Seed0%_CfgB,30,1000,0.0,none,0,0,0.0,B,22.1799,50.7,30,0
M30_Max750_Err5%_both_Seed5%_CfgC,30,750,0.05,both,22,22,0.05,C,68.9109,49.8,51.5,21.5
M30_Max1000_Clean_Seed2%_CfgA,30,1000,0.0,none,0,0,0.02,A,4.3896,25,32.9,2.9
M30_Max1000_Clean_Seed2%_CfgB,30,1000,0.0,none,0,0,0.02,B,6.9566,25,30,0
M30_Max1000_Clean_Seed5%_CfgA,30,1000,0.0,none,0,0,0.05,A,4.1312,26.4,30,0
M30_Max1000_Clean_Seed5%_CfgB,30,1000,0.0,none,0,0,0.05,B,6.2103,25,30,0
M30_Max1000_Clean_Seed2%_CfgC,30,1000,0.0,none,0,0,0.02,C,23.9802,25,30,0
M30_Max1000_Clean_Seed0%_CfgC,30,1000,0.0,none,0,0,0.0,C,67.0334,49.3,35.1,5.1
M30_Max1000_Clean_Seed5%_CfgC,30,1000,0.0,none,0,0,0.05,C,24.6353,25,30,0
M30_Max1000_Err2%_pos_Seed0%_CfgA,30,1000,0.02,pos,9,0,0.0,A,19.7588,69.1,41.5,11.5
M30_Max1000_Err2%_pos_Seed0%_CfgB,30,1000,0.02,pos,9,0,0.0,B,28.295,54.7,40.1,10.1
M30_Max1000_Err2%_pos_Seed2%_CfgA,30,1000,0.02,pos,9,0,0.02,A,17.2739,66.5,40.1,10.1
M30_Max1000_Err2%_pos_Seed2%_CfgB,30,1000,0.02,pos,9,0,0.02,B,15.7022,38.9,37.1,7.1
M30_Max1000_Err2%_pos_Seed0%_CfgC,30,1000,0.02,pos,9,0,0.0,C,91.3432,57.5,41.4,11.4
M30_Max1000_Err2%_pos_Seed5%_CfgA,30,1000,0.02,pos,9,0,0.05,A,6.9572,37.5,35.3,5.3
M30_Max1000_Err2%_pos_Seed5%_CfgB,30,1000,0.02,pos,9,0,0.05,B,15.2695,43.3,34.9,4.9
M30_Max1000_Err2%_pos_Seed2%_CfgC,30,1000,0.02,pos,9,0,0.02,C,49.3453,39.8,36.6,6.6
M30_Max1000_Err2%_neg_Seed0%_CfgA,30,1000,0.02,neg,0,9,0.0,A,15.72,57.4,40.6,10.6
M30_Max1000_Err2%_pos_Seed5%_CfgC,30,1000,0.02,pos,9,0,0.05,C,57.1119,44.8,35.5,5.5
M30_Max1000_Err2%_neg_Seed0%_CfgB,30,1000,0.02,neg,0,9,0.0,B,21.904,52.6,30,0
M30_Max1000_Err2%_neg_Seed2%_CfgA,30,1000,0.02,neg,0,9,0.02,A,5.964,31.6,32.8,2.8
M30_Max1000_Err2%_neg_Seed2%_CfgB,30,1000,0.02,neg,0,9,0.02,B,10.6408,33.3,30,0
M30_Max1000_Err2%_neg_Seed5%_CfgA,30,1000,0.02,neg,0,9,0.05,A,6.561,35.1,32.4,2.4
M30_Max1000_Err2%_neg_Seed0%_CfgC,30,1000,0.02,neg,0,9,0.0,C,89.564,65.2,33.1,3.1
M30_Max1000_Err2%_neg_Seed5%_CfgB,30,1000,0.02,neg,0,9,0.05,B,11.2637,33.7,30,0
M30_Max1000_Err2%_neg_Seed2%_CfgC,30,1000,0.02,neg,0,9,0.02,C,39.7619,34.8,30,0
M30_Max1000_Err2%_neg_Seed5%_CfgC,30,1000,0.02,neg,0,9,0.05,C,25.9598,27.2,30,0
M30_Max1000_Err2%_both_Seed0%_CfgA,30,1000,0.02,both,9,9,0.0,A,21.4537,71.4,47,17
M30_Max1000_Err2%_both_Seed0%_CfgB,30,1000,0.02,both,9,9,0.0,B,30.2516,58.9,43.1,13.1
M30_Max1000_Err2%_both_Seed2%_CfgA,30,1000,0.02,both,9,9,0.02,A,16.4326,63,42.3,12.3
M30_Max1000_Err2%_both_Seed2%_CfgB,30,1000,0.02,both,9,9,0.02,B,15.7245,41.4,37,7
M30_Max1000_Err2%_both_Seed0%_CfgC,30,1000,0.02,both,9,9,0.0,C,103.295,64,41.6,11.6
M30_Max1000_Err2%_both_Seed5%_CfgA,30,1000,0.02,both,9,9,0.05,A,11.1275,48,40.1,10.1
M30_Max1000_Err2%_both_Seed2%_CfgC,30,1000,0.02,both,9,9,0.02,C,58.2913,48.2,35.1,5.1
M30_Max1000_Err2%_both_Seed5%_CfgB,30,1000,0.02,both,9,9,0.05,B,19.9681,49.9,34.9,4.9
M30_Max1000_Err5%_pos_Seed0%_CfgA,30,1000,0.05,pos,22,0,0.0,A,25.1038,69.5,55.1,25.1
M30_Max1000_Err2%_both_Seed5%_CfgC,30,1000,0.02,both,9,9,0.05,C,48.6253,40.5,37.1,7.1
M30_Max1000_Err5%_pos_Seed0%_CfgB,30,1000,0.05,pos,22,0,0.0,B,50.9685,87.5,47,17
M30_Max1000_Err5%_pos_Seed2%_CfgA,30,1000,0.05,pos,22,0,0.02,A,16.769,54.4,48.9,18.9
M30_Max1000_Err5%_pos_Seed0%_CfgC,30,1000,0.05,pos,22,0,0.0,C,101.8026,47.9,58.1,28.1
M30_Max1000_Err5%_pos_Seed2%_CfgB,30,1000,0.05,pos,22,0,0.02,B,36.0064,72.5,39.2,9.2
M30_Max1000_Err5%_pos_Seed5%_CfgA,30,1000,0.05,pos,22,0,0.05,A,20.9077,74.7,43.2,13.2
M30_Max1000_Err5%_pos_Seed2%_CfgC,30,1000,0.05,pos,22,0,0.02,C,93.0554,53.3,49,19
M30_Max1000_Err5%_pos_Seed5%_CfgB,30,1000,0.05,pos,22,0,0.05,B,30.5855,55.6,45.2,15.2
M30_Max1000_Err5%_neg_Seed0%_CfgA,30,1000,0.05,neg,0,22,0.0,A,16.4193,59,40.7,10.7
M30_Max1000_Err5%_pos_Seed5%_CfgC,30,1000,0.05,pos,22,0,0.05,C,96.7891,63.4,40.3,10.3
M30_Max1000_Err5%_neg_Seed0%_CfgB,30,1000,0.05,neg,0,22,0.0,B,25.6349,52.8,39.2,9.2
M30_Max1000_Err5%_neg_Seed2%_CfgA,30,1000,0.05,neg,0,22,0.02,A,14.1722,60.6,35.9,5.9
M30_Max1000_Err5%_neg_Seed2%_CfgB,30,1000,0.05,neg,0,22,0.02,B,16.6047,41,35.3,5.3
M30_Max1000_Err5%_neg_Seed0%_CfgC,30,1000,0.05,neg,0,22,0.0,C,77.7636,58.4,33.1,3.1
M30_Max1000_Err5%_neg_Seed5%_CfgA,30,1000,0.05,neg,0,22,0.05,A,7.6954,37.6,35,5
M30_Max1000_Err5%_neg_Seed2%_CfgC,30,1000,0.05,neg,0,22,0.02,C,31.0148,31.3,30,0
M30_Max1000_Err5%_neg_Seed5%_CfgB,30,1000,0.05,neg,0,22,0.05,B,17.7999,44.4,32.4,2.4
M30_Max1000_Err5%_neg_Seed5%_CfgC,30,1000,0.05,neg,0,22,0.05,C,41.6632,36,33,3
M30_Max1000_Err5%_both_Seed0%_CfgA,30,1000,0.05,both,22,22,0.0,A,23.9631,71,53.8,23.8
M30_Max1000_Err5%_both_Seed0%_CfgB,30,1000,0.05,both,22,22,0.0,B,34.2144,51.8,53.6,23.6
M30_Max1000_Err5%_both_Seed2%_CfgA,30,1000,0.05,both,22,22,0.02,A,20.5726,75.3,44,14
M30_Max1000_Err5%_both_Seed0%_CfgC,30,1000,0.05,both,22,22,0.0,C,103.1293,59.8,51.5,21.5
M30_Max1000_Err5%_both_Seed2%_CfgB,30,1000,0.05,both,22,22,0.02,B,33.8383,68.5,40.9,10.9
M30_Max1000_Err5%_both_Seed5%_CfgA,30,1000,0.05,both,22,22,0.05,A,20.8378,74.1,46.4,16.4
M30_Max1000_Err5%_both_Seed2%_CfgC,30,1000,0.05,both,22,22,0.02,C,99.126,59,48,18
M30_Max1000_Err5%_both_Seed5%_CfgB,30,1000,0.05,both,22,22,0.05,B,30.8822,61.7,46.1,16.1
M30_Max1000_Err5%_both_Seed5%_CfgC,30,1000,0.05,both,22,22,0.05,C,102.8246,54.3,51.3,21.3
